questionTimestamp,questionEventType,questionText,questionAnswer,questionPosition,questionID,eventSource,Timestamp,validLeft,validRight,leftPupilValidity,rightPupilValidity,leftPupilDiameter,rightPupilDiameter,snapshotId,currentQuestion,clickTimestamp,clickedElement,leftX,leftY,rightX,rightY,x,y,leftDistance,rightDistance,tabName,element
,,,,,,eye-tracker,3060841.931,1,0,0,0,,,22,4,,,941.5566,706.993,,,941.5566,706.993,64.9766,,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060850.304,0,1,0,0,,,22,4,,,,,914.3822,718.8276,914.3822,718.8276,,65.4223,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060858.575,0,1,0,1,,2.2084,22,4,,,,,911.2788,680.3964,911.2788,680.3964,,65.4032,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060866.915,1,1,0,0,,,22,4,,,845.4296,700.6021,920.9541,702.475,883.1919,701.5385,64.9551,65.3737,cca_main.bpmn,Flow_0s812tc
,,,,,,eye-tracker,3060875.236,0,1,0,0,,,22,4,,,,,927.6366,698.3699,927.6366,698.3699,,65.357,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060883.571,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3060891.99,1,1,0,0,,,22,4,,,881.463,697.418,916.466,676.731,898.9645,687.0745,64.9386,65.3231,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060900.234,1,1,0,0,,,22,4,,,941.0948,682.8215,922.7605,678.8245,931.9276,680.823,64.9346,65.3118,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060908.567,0,1,0,1,,2.1638,22,4,,,,,924.0166,678.5884,924.0166,678.5884,,65.3003,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060916.897,0,1,0,0,,,22,4,,,,,921.7758,716.9502,921.7758,716.9502,,65.2791,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060925.32,1,1,0,0,,,22,4,,,937.3416,679.7346,917.2453,689.8062,927.2934,684.7704,64.9237,65.2677,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060933.566,0,1,0,1,,2.2824,22,4,,,,,922.1268,683.0887,922.1268,683.0887,,65.2554,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060941.903,1,1,0,0,,,22,4,,,937.3416,679.7346,918.4613,670.5607,927.9014,675.1476,64.9145,65.2361,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060950.27,1,1,0,0,,,22,4,,,921.6815,720.755,923.5041,677.2964,922.5928,699.0257,64.9109,65.225,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060958.564,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3060966.966,1,1,0,0,,,22,4,,,923.0556,720.1972,923.7389,679.8474,923.3972,700.0223,64.8868,65.1932,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060975.314,1,1,0,0,,,22,4,,,937.0936,704.3233,922.4332,679.0664,929.7634,691.6949,64.8783,65.1779,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060983.56,1,1,1,1,2.3409,2.3199,22,4,,,933.5931,724.0658,930.5262,705.3566,932.0597,714.7112,64.8759,65.1626,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3060991.94,1,1,0,0,,,22,4,,,903.7071,714.6005,930.3566,705.531,917.0318,710.0658,64.8688,65.1388,cca_main.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3061000.283,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061008.613,1,1,1,1,2.2961,2.4566,22,4,,,817.0454,667.762,849.7101,682.1905,833.3777,674.9762,64.9067,65.1173,cca_main.bpmn,Participant_1tccln7
,,,,,,eye-tracker,3061016.948,1,1,0,0,,,22,4,,,807.9369,652.6668,784.9605,655.3435,796.4487,654.0052,65.1954,65.0634,cca_main.bpmn,Flow_0s812tc_label
,,,,,,eye-tracker,3061025.282,1,1,0,0,,,22,4,,,582.9235,563.2676,638.0647,563.7456,610.4941,563.5066,65.3954,65.0342,cca_main.bpmn,Activity_1e5lryq
,,,,,,eye-tracker,3061033.554,1,1,1,1,2.1397,2.2031,22,4,,,515.3714,514.0941,569.6635,483.6469,542.5175,498.8705,65.0336,65.0106,cca_main.bpmn,Participant_1tccln7
,,,,,,eye-tracker,3061041.883,1,1,0,0,,,22,4,,,453.8786,467.7195,508.1782,449.3414,481.0284,458.5304,64.9287,64.9904,cca_main.bpmn,main
,,,,,,eye-tracker,3061050.308,1,1,0,0,,,22,4,,,394.5733,421.8844,459.3144,451.2294,426.9438,436.5569,64.942,64.9794,cca_main.bpmn,main
,,,,,,eye-tracker,3061058.552,0,1,0,1,,2.3398,22,4,,,,,380.1863,369.9187,380.1863,369.9187,,64.9099,cca_main.bpmn,main
,,,,,,eye-tracker,3061066.883,1,1,0,0,,,22,4,,,299.2136,347.7768,303.7533,344.9022,301.4835,346.3395,65.0409,64.8812,cca_main.bpmn,
,,,,,,eye-tracker,3061075.215,1,1,0,0,,,22,4,,,281.6961,330.4646,306.5406,329.0015,294.1184,329.7331,65.077,64.86,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061083.579,0,1,0,1,,2.7657,22,4,,,,,298.6974,322.4749,298.6974,322.4749,,64.7941,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061091.877,1,1,0,0,,,22,4,,,290.8266,328.108,355.0529,383.5649,322.9398,355.8365,65.106,64.7537,cca_main.bpmn,main
,,,,,,eye-tracker,3061100.21,0,1,0,0,,,22,4,,,,,355.6244,383.1476,355.6244,383.1476,,64.7638,cca_main.bpmn,main
,,,,,,eye-tracker,3061108.547,1,1,1,1,2.1704,2.2846,22,4,,,286.3505,326.9195,305.6618,320.8285,296.0061,323.874,65.119,64.7549,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061116.926,0,1,0,0,,,22,4,,,,,306.4664,299.1023,306.4664,299.1023,,64.7474,cca_main.bpmn,
,,,,,,eye-tracker,3061125.235,1,1,0,0,,,22,4,,,293.7327,337.4945,308.2305,306.5077,300.9816,322.0011,65.1322,64.7808,cca_main.bpmn,
,,,,,,eye-tracker,3061133.6,0,1,0,1,,2.3168,22,4,,,,,301.2968,309.0677,301.2968,309.0677,,64.8564,cca_main.bpmn,
,,,,,,eye-tracker,3061141.928,1,1,0,0,,,22,4,,,283.638,337.9186,300.4633,321.2579,292.0506,329.5882,65.1361,64.8494,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061150.264,0,1,0,0,,,22,4,,,,,305.3177,334.9212,305.3177,334.9212,,64.8538,cca_main.bpmn,
,,,,,,eye-tracker,3061158.69,1,1,1,1,2.2576,2.3352,22,4,,,287.603,345.7687,307.9311,343.1921,297.7671,344.4804,65.1447,64.8948,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061166.871,0,1,0,0,,,22,4,,,,,301.5142,345.6007,301.5142,345.6007,,64.9042,cca_main.bpmn,
,,,,,,eye-tracker,3061175.257,1,1,0,0,,,22,4,,,279.8528,350.5285,287.1602,344.2617,283.5065,347.3951,65.1429,64.9084,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061183.543,0,1,0,1,,2.2811,22,4,,,,,285.2472,317.4745,285.2472,317.4745,,64.9126,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061191.874,0,1,0,0,,,22,4,,,,,291.2819,317.891,291.2819,317.891,,64.907,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061200.196,0,1,0,0,,,22,4,,,,,290.3916,322.8109,290.3916,322.8109,,64.9083,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061208.536,0,1,0,1,,2.2775,22,4,,,,,271.1328,302.7934,271.1328,302.7934,,64.911,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061216.924,0,1,0,0,,,22,4,,,,,223.5354,270.1493,223.5354,270.1493,,64.9047,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061225.204,0,1,0,0,,,22,4,,,,,168.7709,267.0864,168.7709,267.0864,,64.9056,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061233.591,0,1,0,1,,2.2845,22,4,,,,,139.9069,264.6103,139.9069,264.6103,,64.9085,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061241.876,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061250.202,0,1,0,0,,,22,4,,,,,124.3649,252.8126,124.3649,252.8126,,64.9034,cca_main.bpmn,file-explorer-file_cca_main.bpmn
,,,,,,eye-tracker,3061258.538,0,1,0,1,,2.2687,22,4,,,,,125.8426,250.2906,125.8426,250.2906,,64.905,cca_main.bpmn,file-explorer-file_cca_main.bpmn
,,,,,,eye-tracker,3061266.873,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061275.196,0,1,0,0,,,22,4,,,,,125.2415,258.6313,125.2415,258.6313,,64.8987,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061283.537,0,1,0,1,,2.2838,22,4,,,,,124.2502,260.0385,124.2502,260.0385,,64.8996,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061291.9,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061300.207,0,1,0,0,,,22,4,,,,,126.564,265.6883,126.564,265.6883,,64.8926,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061308.526,0,1,0,1,,2.2665,22,4,,,,,123.9026,269.7759,123.9026,269.7759,,64.8829,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061316.912,0,1,0,0,,,22,4,,,,,114.555,274.3605,114.555,274.3605,,64.8674,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061325.209,0,1,0,0,,,22,4,,,,,113.2306,271.3161,113.2306,271.3161,,64.8613,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061333.54,0,1,0,1,,2.2661,22,4,,,,,116.2363,266.1505,116.2363,266.1505,,64.8473,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061341.872,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061350.203,0,1,0,0,,,22,4,,,,,115.1908,265.8495,115.1908,265.8495,,64.8304,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061358.526,0,1,0,1,,2.3334,22,4,,,,,116.6673,271.5113,116.6673,271.5113,,64.8117,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061366.849,0,1,0,0,,,22,4,,,,,116.648,264.8579,116.648,264.8579,,64.7897,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061375.192,0,1,0,0,,,22,4,,,,,120.6799,268.2855,120.6799,268.2855,,64.779,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061383.565,0,1,0,1,,2.2965,22,4,,,,,119.9438,265.6799,119.9438,265.6799,,64.7642,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061391.885,0,1,0,0,,,22,4,,,,,126.0838,264.8811,126.0838,264.8811,,64.7389,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061400.208,0,1,0,0,,,22,4,,,,,133.1798,265.8755,133.1798,265.8755,,64.7182,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061408.619,0,1,0,1,,2.3321,22,4,,,,,133.6292,265.725,133.6292,265.725,,64.7027,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061416.841,0,1,0,0,,,22,4,,,,,118.9774,260.3077,118.9774,260.3077,,64.6754,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061425.209,0,1,0,0,,,22,4,,,,,124.5761,265.1772,124.5761,265.1772,,64.6533,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061433.536,0,1,0,1,,2.3311,22,4,,,,,127.0355,264.8358,127.0355,264.8358,,64.6384,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061441.859,0,1,0,0,,,22,4,,,,,124.9442,263.083,124.9442,263.083,,64.612,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061450.181,0,1,0,0,,,22,4,,,,,136.1165,280.0555,136.1165,280.0555,,64.5976,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061458.514,0,1,0,1,,2.3271,22,4,,,,,136.8328,279.9461,136.8328,279.9461,,64.5841,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061466.869,0,1,0,0,,,22,4,,,,,134.9524,273.3624,134.9524,273.3624,,64.5613,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061475.183,0,1,0,0,,,22,4,,,,,146.872,289.5688,146.872,289.5688,,64.5507,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061483.51,0,1,0,1,,2.336,22,4,,,,,147.5147,289.6117,147.5147,289.6117,,64.5456,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061491.865,0,1,0,0,,,22,4,,,,,128.7844,277.3375,128.7844,277.3375,,64.5341,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061500.178,0,1,0,0,,,22,4,,,,,130.6612,271.0123,130.6612,271.0123,,64.532,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061508.51,0,1,0,1,,2.3228,22,4,,,,,126.4401,271.069,126.4401,271.069,,64.5338,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061516.923,0,1,0,0,,,22,4,,,,,126.8932,270.5875,126.8932,270.5875,,64.5275,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061525.208,0,1,0,0,,,22,4,,,,,133.9786,290.8951,133.9786,290.8951,,64.5288,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061533.505,0,1,0,1,,2.3721,22,4,,,,,127.2958,285.8831,127.2958,285.8831,,64.5308,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061541.832,0,1,0,0,,,22,4,,,,,126.401,288.7128,126.401,288.7128,,64.524,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061550.16,0,1,0,0,,,22,4,,,,,117.9664,277.9464,117.9664,277.9464,,64.5228,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061558.539,0,1,0,1,,2.3257,22,4,,,,,117.2734,276.529,117.2734,276.529,,64.5209,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061566.823,0,1,0,0,,,22,4,,,,,116.8486,274.7308,116.8486,274.7308,,64.5081,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061575.24,0,1,0,0,,,22,4,,,,,126.9381,296.1249,126.9381,296.1249,,64.4999,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061583.496,0,1,0,1,,2.3708,22,4,,,,,126.9381,296.1249,126.9381,296.1249,,64.4909,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061591.856,0,1,0,0,,,22,4,,,,,118.0992,281.0299,118.0992,281.0299,,64.4681,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061600.153,0,1,0,0,,,22,4,,,,,123.5281,278.8889,123.5281,278.8889,,64.4464,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061608.489,0,1,0,1,,2.3389,22,4,,,,,127.6586,279.7366,127.6586,279.7366,,64.4227,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061616.832,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061625.174,0,1,0,0,,,22,4,,,,,127.1943,278.5621,127.1943,278.5621,,64.3891,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061633.506,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061641.838,0,1,0,0,,,22,4,,,,,129.3109,284.8056,129.3109,284.8056,,64.3554,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061650.165,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061658.491,0,1,0,1,,2.3132,22,4,,,,,129.3941,282.8761,129.3941,282.8761,,64.3287,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061666.813,0,1,0,0,,,22,4,,,,,132.8645,282.398,132.8645,282.398,,64.2907,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061675.161,0,1,0,0,,,22,4,,,,,132.4086,283.5337,132.4086,283.5337,,64.2612,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061683.484,0,1,0,1,,2.3072,22,4,,,,,133.0779,285.7755,133.0779,285.7755,,64.2342,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061691.821,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061700.158,0,1,0,0,,,22,4,,,,,131.1976,286.0084,131.1976,286.0084,,64.2018,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061708.499,0,1,0,1,,2.3255,22,4,,,,,130.7183,287.9569,130.7183,287.9569,,64.1785,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061716.878,0,1,0,0,,,22,4,,,,,137.7438,289.4944,137.7438,289.4944,,64.1502,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061725.14,0,1,0,0,,,22,4,,,,,138.707,291.4515,138.707,291.4515,,64.1335,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061733.475,0,1,0,1,,2.3516,22,4,,,,,143.3974,295.0066,143.3974,295.0066,,64.1209,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061741.809,0,1,0,0,,,22,4,,,,,137.3652,290.1859,137.3652,290.1859,,64.1023,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061750.246,0,1,0,0,,,22,4,,,,,140.7528,296.1952,140.7528,296.1952,,64.0936,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061758.506,0,1,0,1,,2.3598,22,4,,,,,142.1689,288.8283,142.1689,288.8283,,64.0877,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061766.839,0,1,0,0,,,22,4,,,,,153.0922,320.9489,153.0922,320.9489,,64.0746,cca_main.bpmn,file-explorer-file_cca_3_ratecustomer.bpmn
,,,,,,eye-tracker,3061775.176,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061783.513,0,1,0,1,,2.3361,22,4,,,,,141.823,302.6267,141.823,302.6267,,64.0739,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061791.856,0,1,0,0,,,22,4,,,,,142.3412,293.4752,142.3412,293.4752,,64.0636,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061800.149,0,1,0,0,,,22,4,,,,,154.5485,303.6786,154.5485,303.6786,,64.0618,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061808.509,0,1,0,1,,2.3763,22,4,,,,,151.8557,300.189,151.8557,300.189,,64.0613,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061816.832,0,1,0,0,,,22,4,,,,,146.7061,302.9262,146.7061,302.9262,,64.0529,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061825.129,0,1,0,0,,,22,4,,,,,145.378,302.6176,145.378,302.6176,,64.0527,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061833.462,0,1,0,1,,2.3486,22,4,,,,,144.836,306.6216,144.836,306.6216,,64.056,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061841.808,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061850.154,0,1,0,0,,,22,4,,,,,126.8706,288.3756,126.8706,288.3756,,64.0524,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061858.474,0,1,0,1,,2.3575,22,4,,,,,128.761,286.9906,128.761,286.9906,,64.0571,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061866.807,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061875.139,0,1,0,0,,,22,4,,,,,133.5996,269.3337,133.5996,269.3337,,64.0548,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061883.47,0,1,0,1,,2.3202,22,4,,,,,131.933,261.8004,131.933,261.8004,,64.0604,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061891.788,0,1,0,0,,,22,4,,,,,139.513,267.0453,139.513,267.0453,,64.0567,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061900.121,0,1,0,0,,,22,4,,,,,133.6185,264.9879,133.6185,264.9879,,64.0602,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061908.492,0,1,0,1,,2.3233,22,4,,,,,132.718,265.1665,132.718,265.1665,,64.0661,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061916.819,0,1,0,0,,,22,4,,,,,131.0564,270.3531,131.0564,270.3531,,64.0641,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061925.146,0,1,0,0,,,22,4,,,,,141.8203,275.4671,141.8203,275.4671,,64.0691,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061933.472,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3061941.798,0,1,0,0,,,22,4,,,,,136.4683,277.1974,136.4683,277.1974,,64.0703,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061950.132,0,1,0,0,,,22,4,,,,,138.3974,277.1317,138.3974,277.1317,,64.075,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061958.454,0,1,0,1,,2.3173,22,4,,,,,138.0689,273.9625,138.0689,273.9625,,64.0814,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061966.852,0,1,0,0,,,22,4,,,,,142.9208,271.7529,142.9208,271.7529,,64.078,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3061975.122,0,1,0,0,,,22,4,,,,,149.493,293.6224,149.493,293.6224,,64.0819,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061983.455,0,1,0,1,,2.3594,22,4,,,,,149.571,293.7245,149.571,293.7245,,64.0871,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3061991.798,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3062000.141,0,1,0,0,,,22,4,,,,,151.6227,291.7449,151.6227,291.7449,,64.0856,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3062008.467,0,1,0,1,,2.3418,22,4,,,,,151.6227,291.7449,151.6227,291.7449,,64.0907,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3062016.798,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3062025.128,0,1,0,0,,,22,4,,,,,162.4732,293.6797,162.4732,293.6797,,64.0885,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3062033.458,0,1,0,1,,2.3309,22,4,,,,,162.4732,293.6797,162.4732,293.6797,,64.0925,cca_main.bpmn,file-explorer-file_cca_2_createcustomer.bpmn
,,,,,,eye-tracker,3062041.771,0,1,0,0,,,22,4,,,,,139.1429,268.1338,139.1429,268.1338,,64.0877,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3062050.122,0,1,0,0,,,22,4,,,,,134.8176,256.2799,134.8176,256.2799,,64.09,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3062058.475,0,1,0,1,,2.3247,22,4,,,,,135.8481,257.2688,135.8481,257.2688,,64.0944,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3062066.798,0,0,0,0,,,22,4,,,,,,,,,,,,
,,,,,,eye-tracker,3062075.121,0,1,0,0,,,22,4,,,,,134.0054,266.9682,134.0054,266.9682,,64.0919,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3062083.462,0,1,0,1,,2.3965,22,4,,,,,141.3345,271.7137,141.3345,271.7137,,64.0971,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
,,,,,,eye-tracker,3062091.815,0,1,0,0,,,22,4,,,,,148.8327,281.7484,148.8327,281.7484,,64.0935,cca_main.bpmn,file-explorer-file_cca_1_validatecustomerdata.bpmn
